:Data_list: 20150325_Gp_mag_1m.txt
:Created: 2015 Mar 26 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-13
# Location: W075
# Missing data: -1.00e+05
#
#         1-minute GOES-13 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2015 03 25  0958   57106  35880     8.70e+01    4.80e+01   -1.06e+00    9.94e+01
2015 03 25  0959   57106  35940     8.74e+01    4.68e+01   -1.20e+00    9.92e+01
2015 03 25  1000   57106  36000     8.84e+01    4.59e+01   -1.44e+00    9.96e+01
2015 03 25  1001   57106  36060     9.00e+01    4.54e+01   -9.03e-01    1.01e+02
2015 03 25  1002   57106  36120     9.08e+01    4.54e+01   -1.52e+00    1.02e+02
2015 03 25  1003   57106  36180     9.14e+01    4.79e+01   -2.10e+00    1.03e+02
2015 03 25  1004   57106  36240     9.13e+01    4.93e+01   -8.33e-01    1.04e+02
2015 03 25  1005   57106  36300     9.17e+01    4.96e+01   -8.20e-01    1.04e+02
2015 03 25  1006   57106  36360     9.19e+01    5.01e+01   -8.71e-01    1.05e+02
2015 03 25  1007   57106  36420     9.14e+01    5.05e+01   -2.61e-01    1.04e+02
2015 03 25  1008   57106  36480     9.16e+01    5.02e+01   -4.63e-01    1.04e+02
2015 03 25  1009   57106  36540     9.18e+01    5.00e+01   -2.54e-02    1.05e+02
2015 03 25  1010   57106  36600     9.25e+01    4.97e+01    1.25e+00    1.05e+02
2015 03 25  1011   57106  36660     9.26e+01    4.91e+01   -4.62e-02    1.05e+02
2015 03 25  1012   57106  36720     9.28e+01    5.01e+01    1.43e+00    1.05e+02
2015 03 25  1013   57106  36780     9.26e+01    4.94e+01    1.06e+00    1.05e+02
2015 03 25  1014   57106  36840     9.31e+01    4.91e+01    1.33e+00    1.05e+02
2015 03 25  1015   57106  36900     9.36e+01    4.80e+01    3.45e+00    1.05e+02
2015 03 25  1016   57106  36960     9.37e+01    4.71e+01    5.60e-01    1.05e+02
2015 03 25  1017   57106  37020     9.36e+01    4.72e+01    1.90e+00    1.05e+02
2015 03 25  1018   57106  37080     9.27e+01    4.73e+01    8.78e-01    1.04e+02
2015 03 25  1019   57106  37140     9.22e+01    4.73e+01    1.42e+00    1.04e+02
2015 03 25  1020   57106  37200     9.17e+01    4.74e+01    2.23e+00    1.03e+02
2015 03 25  1021   57106  37260     9.08e+01    4.76e+01    2.31e-01    1.02e+02
2015 03 25  1022   57106  37320     9.08e+01    4.83e+01    1.06e+00    1.03e+02
2015 03 25  1023   57106  37380     9.12e+01    4.88e+01    5.74e-01    1.03e+02
2015 03 25  1024   57106  37440     9.18e+01    4.81e+01    7.14e-01    1.04e+02
2015 03 25  1025   57106  37500     9.24e+01    4.84e+01    8.78e-01    1.04e+02
2015 03 25  1026   57106  37560     9.31e+01    4.84e+01    7.56e-01    1.05e+02
2015 03 25  1027   57106  37620     9.37e+01    4.78e+01    9.40e-01    1.05e+02
2015 03 25  1028   57106  37680     9.40e+01    4.78e+01    1.25e+00    1.05e+02
2015 03 25  1029   57106  37740     9.50e+01    4.66e+01    2.26e+00    1.06e+02
2015 03 25  1030   57106  37800     9.52e+01    4.74e+01    2.07e+00    1.06e+02
2015 03 25  1031   57106  37860     9.56e+01    4.80e+01    2.71e+00    1.07e+02
2015 03 25  1032   57106  37920     9.60e+01    4.79e+01    8.22e-01    1.07e+02
2015 03 25  1033   57106  37980     9.66e+01    4.90e+01    1.39e+00    1.08e+02
2015 03 25  1034   57106  38040     9.73e+01    4.83e+01    1.32e+00    1.09e+02
2015 03 25  1035   57106  38100     9.73e+01    4.79e+01    5.93e-01    1.08e+02
2015 03 25  1036   57106  38160     9.79e+01    5.01e+01    1.37e+00    1.10e+02
2015 03 25  1037   57106  38220     9.74e+01    4.90e+01    2.05e+00    1.09e+02
2015 03 25  1038   57106  38280     9.65e+01    4.87e+01    7.83e-01    1.08e+02
2015 03 25  1039   57106  38340     9.62e+01    4.84e+01    1.39e+00    1.08e+02
2015 03 25  1040   57106  38400     9.66e+01    4.78e+01    1.28e+00    1.08e+02
2015 03 25  1041   57106  38460     9.74e+01    4.56e+01    4.85e-01    1.08e+02
2015 03 25  1042   57106  38520     9.77e+01    4.69e+01    1.61e+00    1.08e+02
2015 03 25  1043   57106  38580     9.79e+01    4.46e+01   -4.01e-01    1.08e+02
2015 03 25  1044   57106  38640     9.74e+01    4.71e+01    4.88e-01    1.08e+02
2015 03 25  1045   57106  38700     9.81e+01    4.61e+01    9.58e-01    1.08e+02
2015 03 25  1046   57106  38760     9.82e+01    4.51e+01   -1.37e+00    1.08e+02
2015 03 25  1047   57106  38820     9.85e+01    4.76e+01    7.94e-01    1.09e+02
2015 03 25  1048   57106  38880     9.93e+01    4.40e+01    6.67e-02    1.09e+02
2015 03 25  1049   57106  38940     9.89e+01    4.68e+01   -7.60e-01    1.09e+02
2015 03 25  1050   57106  39000     9.96e+01    4.67e+01    7.76e-01    1.10e+02
2015 03 25  1051   57106  39060     9.98e+01    4.74e+01   -7.18e-01    1.10e+02
2015 03 25  1052   57106  39120     9.97e+01    4.93e+01   -1.50e-01    1.11e+02
2015 03 25  1053   57106  39180     1.01e+02    4.86e+01    1.18e+00    1.12e+02
2015 03 25  1054   57106  39240     1.01e+02    4.86e+01   -9.15e-01    1.12e+02
2015 03 25  1055   57106  39300     1.02e+02    4.81e+01    3.28e-01    1.13e+02
2015 03 25  1056   57106  39360     1.02e+02    4.69e+01   -3.84e-01    1.13e+02
2015 03 25  1057   57106  39420     1.03e+02    4.76e+01   -1.01e-01    1.13e+02
2015 03 25  1058   57106  39480     1.03e+02    4.55e+01    3.29e-01    1.13e+02
2015 03 25  1059   57106  39540     1.04e+02    4.63e+01   -7.45e-01    1.13e+02
2015 03 25  1100   57106  39600     1.04e+02    4.49e+01    7.06e-01    1.14e+02
2015 03 25  1101   57106  39660     1.05e+02    4.55e+01   -5.00e-01    1.14e+02
2015 03 25  1102   57106  39720     1.05e+02    4.52e+01    1.05e+00    1.15e+02
2015 03 25  1103   57106  39780     1.05e+02    4.47e+01    3.28e-01    1.14e+02
2015 03 25  1104   57106  39840     1.03e+02    4.38e+01   -1.50e+00    1.12e+02
2015 03 25  1105   57106  39900     1.01e+02    4.50e+01   -2.03e+00    1.11e+02
2015 03 25  1106   57106  39960     1.01e+02    4.59e+01   -8.19e-01    1.11e+02
2015 03 25  1107   57106  40020     1.02e+02    4.74e+01   -1.26e+00    1.12e+02
2015 03 25  1108   57106  40080     1.02e+02    4.72e+01    2.98e-01    1.12e+02
2015 03 25  1109   57106  40140     1.02e+02    4.66e+01   -1.11e+00    1.12e+02
2015 03 25  1110   57106  40200     1.02e+02    4.64e+01   -7.21e-01    1.12e+02
2015 03 25  1111   57106  40260     1.03e+02    4.66e+01    1.15e+00    1.13e+02
2015 03 25  1112   57106  40320     1.03e+02    4.61e+01   -1.21e+00    1.13e+02
2015 03 25  1113   57106  40380     1.04e+02    4.60e+01    1.13e-01    1.13e+02
2015 03 25  1114   57106  40440     1.04e+02    4.63e+01   -9.65e-01    1.14e+02
2015 03 25  1115   57106  40500     1.05e+02    4.74e+01    2.31e-02    1.16e+02
2015 03 25  1116   57106  40560     1.07e+02    4.76e+01    2.00e+00    1.17e+02
2015 03 25  1117   57106  40620     1.07e+02    4.67e+01   -2.12e-01    1.17e+02
2015 03 25  1118   57106  40680     1.09e+02    4.73e+01    1.97e+00    1.19e+02
2015 03 25  1119   57106  40740     1.10e+02    4.60e+01    2.55e+00    1.20e+02
2015 03 25  1120   57106  40800     1.11e+02    4.53e+01    1.21e+00    1.20e+02
2015 03 25  1121   57106  40860     1.13e+02    4.41e+01    2.44e+00    1.21e+02
2015 03 25  1122   57106  40920     1.12e+02    4.35e+01    1.60e+00    1.20e+02
2015 03 25  1123   57106  40980     1.12e+02    4.27e+01    1.92e+00    1.20e+02
2015 03 25  1124   57106  41040     1.12e+02    4.30e+01    1.14e+00    1.20e+02
2015 03 25  1125   57106  41100     1.11e+02    4.32e+01    8.16e-01    1.20e+02
2015 03 25  1126   57106  41160     1.11e+02    4.34e+01    7.72e-01    1.19e+02
2015 03 25  1127   57106  41220     1.11e+02    4.39e+01    2.82e-01    1.20e+02
2015 03 25  1128   57106  41280     1.11e+02    4.42e+01    8.40e-01    1.19e+02
2015 03 25  1129   57106  41340     1.11e+02    4.48e+01    7.79e-01    1.20e+02
2015 03 25  1130   57106  41400     1.12e+02    4.44e+01    1.85e+00    1.20e+02
2015 03 25  1131   57106  41460     1.13e+02    4.46e+01    2.18e+00    1.21e+02
2015 03 25  1132   57106  41520     1.13e+02    4.41e+01    2.20e+00    1.22e+02
2015 03 25  1133   57106  41580     1.14e+02    4.41e+01    1.55e+00    1.22e+02
2015 03 25  1134   57106  41640     1.13e+02    4.34e+01    3.00e+00    1.21e+02
2015 03 25  1135   57106  41700     1.13e+02    4.32e+01    1.39e+00    1.21e+02
2015 03 25  1136   57106  41760     1.12e+02    4.32e+01    2.26e+00    1.20e+02
2015 03 25  1137   57106  41820     1.12e+02    4.34e+01    2.10e+00    1.20e+02
2015 03 25  1138   57106  41880     1.13e+02    4.38e+01    2.41e+00    1.21e+02
2015 03 25  1139   57106  41940     1.15e+02    4.39e+01    3.42e+00    1.23e+02
2015 03 25  1140   57106  42000     1.16e+02    4.36e+01    3.27e+00    1.24e+02
2015 03 25  1141   57106  42060     1.17e+02    4.26e+01    4.24e+00    1.24e+02
2015 03 25  1142   57106  42120     1.17e+02    4.21e+01    3.37e+00    1.24e+02
2015 03 25  1143   57106  42180     1.17e+02    4.12e+01    3.96e+00    1.24e+02
2015 03 25  1144   57106  42240     1.17e+02    4.19e+01    3.24e+00    1.24e+02
2015 03 25  1145   57106  42300     1.16e+02    4.19e+01    3.51e+00    1.23e+02
2015 03 25  1146   57106  42360     1.16e+02    4.21e+01    2.99e+00    1.23e+02
2015 03 25  1147   57106  42420     1.16e+02    4.26e+01    3.16e+00    1.24e+02
2015 03 25  1148   57106  42480     1.16e+02    4.26e+01    3.16e+00    1.24e+02
2015 03 25  1149   57106  42540     1.16e+02    4.28e+01    3.41e+00    1.24e+02
2015 03 25  1150   57106  42600     1.17e+02    4.26e+01    3.15e+00    1.24e+02
2015 03 25  1151   57106  42660     1.17e+02    4.25e+01    3.55e+00    1.25e+02
2015 03 25  1152   57106  42720     1.17e+02    4.26e+01    3.36e+00    1.25e+02
2015 03 25  1153   57106  42780     1.18e+02    4.25e+01    3.70e+00    1.26e+02
2015 03 25  1154   57106  42840     1.19e+02    4.25e+01    4.01e+00    1.27e+02
2015 03 25  1155   57106  42900     1.20e+02    4.27e+01    3.60e+00    1.27e+02
2015 03 25  1156   57106  42960     1.21e+02    4.29e+01    4.55e+00    1.29e+02
2015 03 25  1157   57106  43020     1.23e+02    4.24e+01    4.27e+00    1.30e+02
2015 03 25  1158   57106  43080     1.24e+02    4.09e+01    4.92e+00    1.30e+02
2015 03 25  1159   57106  43140     1.24e+02    4.11e+01    4.16e+00    1.31e+02
2015 03 25  1200   57106  43200     1.24e+02    4.11e+01    4.47e+00    1.30e+02
2015 03 25  1201   57106  43260     1.23e+02    4.11e+01    4.09e+00    1.30e+02
2015 03 25  1202   57106  43320     1.23e+02    4.07e+01    3.92e+00    1.30e+02
2015 03 25  1203   57106  43380     1.24e+02    4.15e+01    4.54e+00    1.30e+02
2015 03 25  1204   57106  43440     1.24e+02    4.11e+01    4.75e+00    1.30e+02
2015 03 25  1205   57106  43500     1.23e+02    4.01e+01    4.77e+00    1.30e+02
2015 03 25  1206   57106  43560     1.23e+02    3.95e+01    4.52e+00    1.29e+02
2015 03 25  1207   57106  43620     1.23e+02    3.95e+01    4.44e+00    1.29e+02
2015 03 25  1208   57106  43680     1.22e+02    3.96e+01    4.04e+00    1.28e+02
2015 03 25  1209   57106  43740     1.19e+02    3.90e+01    4.08e+00    1.26e+02
2015 03 25  1210   57106  43800     1.18e+02    4.03e+01    2.82e+00    1.25e+02
2015 03 25  1211   57106  43860     1.18e+02    4.09e+01    3.74e+00    1.25e+02
2015 03 25  1212   57106  43920     1.18e+02    4.18e+01    2.52e+00    1.25e+02
2015 03 25  1213   57106  43980     1.20e+02    4.36e+01    3.96e+00    1.28e+02
2015 03 25  1214   57106  44040     1.22e+02    4.28e+01    7.25e+00    1.29e+02
2015 03 25  1215   57106  44100     1.24e+02    4.24e+01    5.09e+00    1.31e+02
2015 03 25  1216   57106  44160     1.26e+02    4.05e+01    7.07e+00    1.32e+02
2015 03 25  1217   57106  44220     1.26e+02    4.02e+01    5.29e+00    1.32e+02
2015 03 25  1218   57106  44280     1.27e+02    4.07e+01    4.98e+00    1.33e+02
2015 03 25  1219   57106  44340     1.26e+02    4.02e+01    5.88e+00    1.32e+02
2015 03 25  1220   57106  44400     1.26e+02    3.79e+01    5.69e+00    1.32e+02
2015 03 25  1221   57106  44460     1.27e+02    3.83e+01    5.38e+00    1.33e+02
2015 03 25  1222   57106  44520     1.26e+02    3.87e+01    6.52e+00    1.32e+02
2015 03 25  1223   57106  44580     1.25e+02    3.90e+01    4.71e+00    1.31e+02
2015 03 25  1224   57106  44640     1.25e+02    3.92e+01    4.99e+00    1.31e+02
2015 03 25  1225   57106  44700     1.23e+02    3.97e+01    4.07e+00    1.30e+02
2015 03 25  1226   57106  44760     1.22e+02    4.01e+01    3.52e+00    1.29e+02
2015 03 25  1227   57106  44820     1.22e+02    4.11e+01    4.01e+00    1.29e+02
2015 03 25  1228   57106  44880     1.22e+02    4.06e+01    4.88e+00    1.29e+02
2015 03 25  1229   57106  44940     1.23e+02    4.04e+01    5.32e+00    1.30e+02
2015 03 25  1230   57106  45000     1.26e+02    3.95e+01    5.33e+00    1.32e+02
2015 03 25  1231   57106  45060     1.27e+02    3.91e+01    4.98e+00    1.33e+02
2015 03 25  1232   57106  45120     1.27e+02    3.91e+01    5.63e+00    1.33e+02
2015 03 25  1233   57106  45180     1.25e+02    3.83e+01    3.50e+00    1.31e+02
2015 03 25  1234   57106  45240     1.22e+02    3.91e+01    3.26e+00    1.29e+02
2015 03 25  1235   57106  45300     1.21e+02    3.98e+01    3.96e+00    1.28e+02
2015 03 25  1236   57106  45360     1.20e+02    4.09e+01    2.02e+00    1.27e+02
2015 03 25  1237   57106  45420     1.19e+02    4.16e+01    3.55e+00    1.26e+02
2015 03 25  1238   57106  45480     1.19e+02    4.13e+01    3.71e+00    1.26e+02
2015 03 25  1239   57106  45540     1.19e+02    4.25e+01    3.06e+00    1.27e+02
2015 03 25  1240   57106  45600     1.20e+02    4.25e+01    4.86e+00    1.28e+02
2015 03 25  1241   57106  45660     1.22e+02    4.28e+01    3.44e+00    1.29e+02
2015 03 25  1242   57106  45720     1.23e+02    4.27e+01    4.68e+00    1.30e+02
2015 03 25  1243   57106  45780     1.23e+02    4.28e+01    5.01e+00    1.30e+02
2015 03 25  1244   57106  45840     1.24e+02    4.24e+01    4.60e+00    1.31e+02
2015 03 25  1245   57106  45900     1.25e+02    4.21e+01    5.26e+00    1.32e+02
2015 03 25  1246   57106  45960     1.25e+02    4.20e+01    4.67e+00    1.32e+02
2015 03 25  1247   57106  46020     1.22e+02    3.95e+01    3.69e+00    1.29e+02
2015 03 25  1248   57106  46080     1.17e+02    3.92e+01    8.24e-01    1.23e+02
2015 03 25  1249   57106  46140     1.13e+02    4.24e+01    1.12e+00    1.20e+02
2015 03 25  1250   57106  46200     1.13e+02    4.41e+01    2.26e+00    1.21e+02
2015 03 25  1251   57106  46260     1.14e+02    4.62e+01    1.65e+00    1.23e+02
2015 03 25  1252   57106  46320     1.16e+02    4.55e+01    5.05e+00    1.25e+02
2015 03 25  1253   57106  46380     1.17e+02    4.43e+01    4.96e+00    1.25e+02
2015 03 25  1254   57106  46440     1.16e+02    4.39e+01    4.46e+00    1.25e+02
2015 03 25  1255   57106  46500     1.16e+02    4.33e+01    5.58e+00    1.24e+02
2015 03 25  1256   57106  46560     1.17e+02    4.32e+01    4.02e+00    1.25e+02
2015 03 25  1257   57106  46620     1.18e+02    4.25e+01    4.16e+00    1.25e+02
2015 03 25  1258   57106  46680     1.17e+02    4.23e+01    4.08e+00    1.25e+02
2015 03 25  1259   57106  46740     1.15e+02    4.22e+01    2.46e+00    1.22e+02
2015 03 25  1300   57106  46800     1.14e+02    4.31e+01    3.63e+00    1.22e+02
2015 03 25  1301   57106  46860     1.13e+02    4.37e+01    2.99e+00    1.21e+02
2015 03 25  1302   57106  46920     1.13e+02    4.35e+01    2.75e+00    1.21e+02
2015 03 25  1303   57106  46980     1.14e+02    4.36e+01    3.97e+00    1.22e+02
2015 03 25  1304   57106  47040     1.13e+02    4.35e+01    2.74e+00    1.21e+02
2015 03 25  1305   57106  47100     1.13e+02    4.36e+01    3.29e+00    1.21e+02
2015 03 25  1306   57106  47160     1.13e+02    4.34e+01    3.63e+00    1.21e+02
2015 03 25  1307   57106  47220     1.13e+02    4.35e+01    2.84e+00    1.21e+02
2015 03 25  1308   57106  47280     1.13e+02    4.31e+01    3.67e+00    1.21e+02
2015 03 25  1309   57106  47340     1.12e+02    4.27e+01    3.03e+00    1.20e+02
2015 03 25  1310   57106  47400     1.11e+02    4.30e+01    2.79e+00    1.19e+02
2015 03 25  1311   57106  47460     1.11e+02    4.38e+01    3.03e+00    1.19e+02
2015 03 25  1312   57106  47520     1.11e+02    4.44e+01    2.82e+00    1.20e+02
2015 03 25  1313   57106  47580     1.12e+02    4.36e+01    3.28e+00    1.20e+02
2015 03 25  1314   57106  47640     1.12e+02    4.32e+01    3.08e+00    1.20e+02
2015 03 25  1315   57106  47700     1.11e+02    4.34e+01    2.71e+00    1.19e+02
2015 03 25  1316   57106  47760     1.12e+02    4.35e+01    2.92e+00    1.20e+02
2015 03 25  1317   57106  47820     1.12e+02    4.37e+01    2.72e+00    1.20e+02
2015 03 25  1318   57106  47880     1.12e+02    4.45e+01    2.61e+00    1.20e+02
2015 03 25  1319   57106  47940     1.12e+02    4.51e+01    2.82e+00    1.21e+02
2015 03 25  1320   57106  48000     1.14e+02    4.49e+01    2.99e+00    1.22e+02
2015 03 25  1321   57106  48060     1.17e+02    4.43e+01    4.26e+00    1.25e+02
2015 03 25  1322   57106  48120     1.21e+02    4.40e+01    5.28e+00    1.29e+02
2015 03 25  1323   57106  48180     1.27e+02    4.19e+01    6.94e+00    1.34e+02
2015 03 25  1324   57106  48240     1.33e+02    3.99e+01    8.03e+00    1.39e+02
2015 03 25  1325   57106  48300     1.37e+02    3.90e+01    6.91e+00    1.42e+02
2015 03 25  1326   57106  48360     1.37e+02    3.80e+01    7.16e+00    1.42e+02
2015 03 25  1327   57106  48420     1.37e+02    3.82e+01    6.39e+00    1.42e+02
2015 03 25  1328   57106  48480     1.38e+02    3.73e+01    6.32e+00    1.43e+02
2015 03 25  1329   57106  48540     1.39e+02    3.73e+01    6.74e+00    1.44e+02
2015 03 25  1330   57106  48600     1.38e+02    3.67e+01    6.61e+00    1.43e+02
2015 03 25  1331   57106  48660     1.39e+02    3.61e+01    6.56e+00    1.44e+02
2015 03 25  1332   57106  48720     1.38e+02    3.59e+01    6.16e+00    1.43e+02
2015 03 25  1333   57106  48780     1.39e+02    3.61e+01    5.81e+00    1.44e+02
2015 03 25  1334   57106  48840     1.41e+02    3.55e+01    6.93e+00    1.45e+02
2015 03 25  1335   57106  48900     1.42e+02    3.50e+01    5.88e+00    1.46e+02
2015 03 25  1336   57106  48960     1.43e+02    3.45e+01    6.37e+00    1.47e+02
2015 03 25  1337   57106  49020     1.43e+02    3.46e+01    6.02e+00    1.47e+02
2015 03 25  1338   57106  49080     1.42e+02    3.45e+01    5.42e+00    1.46e+02
2015 03 25  1339   57106  49140     1.42e+02    3.44e+01    5.68e+00    1.47e+02
2015 03 25  1340   57106  49200     1.42e+02    3.49e+01    5.10e+00    1.46e+02
2015 03 25  1341   57106  49260     1.43e+02    3.47e+01    5.21e+00    1.47e+02
2015 03 25  1342   57106  49320     1.43e+02    3.37e+01    5.29e+00    1.47e+02
2015 03 25  1343   57106  49380     1.42e+02    3.48e+01    5.48e+00    1.46e+02
2015 03 25  1344   57106  49440     1.42e+02    3.48e+01    5.51e+00    1.46e+02
2015 03 25  1345   57106  49500     1.43e+02    3.42e+01    5.09e+00    1.47e+02
2015 03 25  1346   57106  49560     1.43e+02    3.42e+01    5.13e+00    1.47e+02
2015 03 25  1347   57106  49620     1.42e+02    3.42e+01    5.18e+00    1.47e+02
2015 03 25  1348   57106  49680     1.42e+02    3.50e+01    4.86e+00    1.46e+02
2015 03 25  1349   57106  49740     1.41e+02    3.43e+01    5.34e+00    1.45e+02
2015 03 25  1350   57106  49800     1.42e+02    3.31e+01    5.01e+00    1.46e+02
2015 03 25  1351   57106  49860     1.40e+02    3.34e+01    4.48e+00    1.44e+02
2015 03 25  1352   57106  49920     1.38e+02    3.53e+01    4.66e+00    1.43e+02
2015 03 25  1353   57106  49980     1.41e+02    3.58e+01    4.79e+00    1.45e+02
2015 03 25  1354   57106  50040     1.42e+02    3.50e+01    5.08e+00    1.47e+02
2015 03 25  1355   57106  50100     1.42e+02    3.44e+01    5.08e+00    1.46e+02
2015 03 25  1356   57106  50160     1.41e+02    3.44e+01    4.43e+00    1.45e+02
2015 03 25  1357   57106  50220     1.41e+02    3.47e+01    4.50e+00    1.45e+02
2015 03 25  1358   57106  50280     1.41e+02    3.48e+01    4.72e+00    1.45e+02
2015 03 25  1359   57106  50340     1.41e+02    3.50e+01    4.70e+00    1.45e+02
2015 03 25  1400   57106  50400     1.41e+02    3.44e+01    4.56e+00    1.45e+02
2015 03 25  1401   57106  50460     1.41e+02    3.44e+01    4.61e+00    1.45e+02
2015 03 25  1402   57106  50520     1.42e+02    3.42e+01    4.78e+00    1.46e+02
2015 03 25  1403   57106  50580     1.43e+02    3.41e+01    4.36e+00    1.47e+02
2015 03 25  1404   57106  50640     1.43e+02    3.43e+01    4.42e+00    1.47e+02
2015 03 25  1405   57106  50700     1.42e+02    3.48e+01    4.67e+00    1.46e+02
2015 03 25  1406   57106  50760     1.43e+02    3.42e+01    4.10e+00    1.47e+02
2015 03 25  1407   57106  50820     1.43e+02    3.39e+01    3.77e+00    1.47e+02
2015 03 25  1408   57106  50880     1.43e+02    3.51e+01    4.36e+00    1.47e+02
2015 03 25  1409   57106  50940     1.44e+02    3.45e+01    4.52e+00    1.48e+02
2015 03 25  1410   57106  51000     1.46e+02    3.37e+01    4.32e+00    1.49e+02
2015 03 25  1411   57106  51060     1.45e+02    3.43e+01    4.32e+00    1.49e+02
2015 03 25  1412   57106  51120     1.43e+02    3.44e+01    4.29e+00    1.47e+02
2015 03 25  1413   57106  51180     1.42e+02    3.45e+01    3.59e+00    1.46e+02
2015 03 25  1414   57106  51240     1.43e+02    3.39e+01    3.89e+00    1.47e+02
2015 03 25  1415   57106  51300     1.43e+02    3.32e+01    4.23e+00    1.47e+02
2015 03 25  1416   57106  51360     1.43e+02    3.32e+01    4.09e+00    1.47e+02
2015 03 25  1417   57106  51420     1.43e+02    3.47e+01    3.95e+00    1.47e+02
2015 03 25  1418   57106  51480     1.44e+02    3.47e+01    3.99e+00    1.48e+02
2015 03 25  1419   57106  51540     1.45e+02    3.44e+01    3.93e+00    1.49e+02
2015 03 25  1420   57106  51600     1.45e+02    3.40e+01    4.03e+00    1.49e+02
2015 03 25  1421   57106  51660     1.46e+02    3.51e+01    3.33e+00    1.50e+02
2015 03 25  1422   57106  51720     1.47e+02    3.60e+01    3.98e+00    1.51e+02
2015 03 25  1423   57106  51780     1.46e+02    3.46e+01    4.43e+00    1.50e+02
2015 03 25  1424   57106  51840     1.44e+02    3.37e+01    3.92e+00    1.48e+02
2015 03 25  1425   57106  51900     1.44e+02    3.34e+01    4.11e+00    1.48e+02
2015 03 25  1426   57106  51960     1.43e+02    3.46e+01    3.79e+00    1.47e+02
2015 03 25  1427   57106  52020     1.44e+02    3.53e+01    3.03e+00    1.48e+02
2015 03 25  1428   57106  52080     1.46e+02    3.40e+01    4.30e+00    1.50e+02
2015 03 25  1429   57106  52140     1.46e+02    3.32e+01    4.62e+00    1.49e+02
2015 03 25  1430   57106  52200     1.44e+02    3.36e+01    3.96e+00    1.48e+02
2015 03 25  1431   57106  52260     1.44e+02    3.47e+01    3.82e+00    1.48e+02
2015 03 25  1432   57106  52320     1.44e+02    3.47e+01    3.14e+00    1.48e+02
2015 03 25  1433   57106  52380     1.42e+02    3.45e+01    2.65e+00    1.46e+02
2015 03 25  1434   57106  52440     1.42e+02    3.51e+01    3.23e+00    1.47e+02
2015 03 25  1435   57106  52500     1.42e+02    3.34e+01    3.45e+00    1.46e+02
2015 03 25  1436   57106  52560     1.42e+02    3.40e+01    2.93e+00    1.46e+02
2015 03 25  1437   57106  52620     1.41e+02    3.48e+01    2.86e+00    1.45e+02
2015 03 25  1438   57106  52680     1.41e+02    3.49e+01    2.86e+00    1.45e+02
2015 03 25  1439   57106  52740     1.42e+02    3.51e+01    2.77e+00    1.46e+02
2015 03 25  1440   57106  52800     1.41e+02    3.44e+01    3.08e+00    1.46e+02
2015 03 25  1441   57106  52860     1.40e+02    3.47e+01    3.06e+00    1.44e+02
2015 03 25  1442   57106  52920     1.40e+02    3.46e+01    2.75e+00    1.44e+02
2015 03 25  1443   57106  52980     1.40e+02    3.40e+01    2.72e+00    1.44e+02
2015 03 25  1444   57106  53040     1.40e+02    3.46e+01    3.05e+00    1.44e+02
2015 03 25  1445   57106  53100     1.40e+02    3.46e+01    2.44e+00    1.45e+02
2015 03 25  1446   57106  53160     1.40e+02    3.42e+01    2.44e+00    1.45e+02
2015 03 25  1447   57106  53220     1.40e+02    3.43e+01    2.88e+00    1.44e+02
2015 03 25  1448   57106  53280     1.40e+02    3.37e+01    3.15e+00    1.44e+02
2015 03 25  1449   57106  53340     1.39e+02    3.49e+01    2.79e+00    1.44e+02
2015 03 25  1450   57106  53400     1.39e+02    3.57e+01    2.84e+00    1.44e+02
2015 03 25  1451   57106  53460     1.39e+02    3.53e+01    1.97e+00    1.44e+02
2015 03 25  1452   57106  53520     1.40e+02    3.32e+01    2.07e+00    1.44e+02
2015 03 25  1453   57106  53580     1.41e+02    3.17e+01    2.20e+00    1.45e+02
2015 03 25  1454   57106  53640     1.43e+02    3.25e+01    3.87e+00    1.47e+02
2015 03 25  1455   57106  53700     1.43e+02    3.59e+01    3.42e+00    1.48e+02
2015 03 25  1456   57106  53760     1.40e+02    3.61e+01    2.67e+00    1.45e+02
2015 03 25  1457   57106  53820     1.40e+02    3.47e+01    2.31e+00    1.44e+02
2015 03 25  1458   57106  53880     1.40e+02    3.45e+01    2.43e+00    1.44e+02
2015 03 25  1459   57106  53940     1.40e+02    3.39e+01    2.64e+00    1.44e+02
2015 03 25  1500   57106  54000     1.41e+02    3.47e+01    2.33e+00    1.45e+02
2015 03 25  1501   57106  54060     1.42e+02    3.33e+01    1.86e+00    1.46e+02
2015 03 25  1502   57106  54120     1.43e+02    3.40e+01    2.16e+00    1.47e+02
2015 03 25  1503   57106  54180     1.43e+02    3.32e+01    2.82e+00    1.47e+02
2015 03 25  1504   57106  54240     1.43e+02    3.25e+01    2.85e+00    1.46e+02
2015 03 25  1505   57106  54300     1.44e+02    3.21e+01    2.10e+00    1.47e+02
